i,j,Street1,Street2,Borough,Lat,Lon
,,Hudson Street,Summit Street,Brooklyn,40.683626,-74.006683
,,Indian Wharf,North Pier Street,Brooklyn,40.685699,-74.008487
,,Summit Street,Vanbrunt Street,Brooklyn,40.683195,-74.006038
,,Caroll Street,Vanbrunt Street,Brooklyn,40.683676,-74.00582
,,President Street,Vanbrunt Street,Brooklyn,40.684353,-74.005488
,,Union Street,Vanbrunt Street,Brooklyn,40.685007,-74.005165
,,Sackett Street,Vanbrunt Street,Brooklyn,40.685665,-74.00485
,,Degraw Street,Vanbrunt Street,Brooklyn,40.686333,-74.004523
,,Sedgwick Street,Vanbrunt Street,Brooklyn,40.687026,-74.00417
,,Irving Street,Vanbrunt Street,Brooklyn,40.687713,-74.003826
,,Harrison Street,Vanbrunt Street,Brooklyn,40.688464,-74.003456
,,Caroll Street,Court Street,Brooklyn,40.681064,-73.996518
,,Caroll Street,Columbia Street,Brooklyn,40.683056,-74.003643
,,Caroll Street,Smith Street,Brooklyn,40.680551,-73.994702
,,Caroll Street,Clinton Street,Brooklyn,40.681617,-73.998517
,,Caroll Street,Henry Street,Brooklyn,40.682134,-74.00036
,,Caroll Street,Hicks Street,Brooklyn,40.682578,-74.001936
,,Degraw Street,Thompkins Place,Brooklyn,40.684009,-73.996198
,,Columbia Street,Irving Street,Brooklyn,40.687091,-74.001701
,,Harrison Street,Thompkins Place,Brooklyn,40.685764,-73.995407
,,Harrison Street,Strong Place,Brooklyn,40.686391,-73.997324
,,Cheever Place,Harrison Street,Brooklyn,40.686923,-73.998932
,,Harrison Street,Tiffany Place,Brooklyn,40.687451,-74.000532
,,Court Street,Harrison Street,Brooklyn,40.685443,-73.994425
,,Columbia Street,Harrison Street,Brooklyn,40.687752,-74.001357
,,Clinton Street,Harrison Street,Brooklyn,40.686082,-73.996389
,,Harrison Street,Henry Street,Brooklyn,40.686684,-73.9982
,,Harrison Street,Hicks Street,Brooklyn,40.687182,-73.99971
,,Furman Street,Remsen Street,Brooklyn,40.695208,-73.998561
,,Atlantic Street,Furman Street,Brooklyn,40.691813,-74.000164
,,Furman Street,State Street,Brooklyn,40.692502,-73.999843
,,Furman Street,Pierrepont Street,Brooklyn,40.696559,-73.997935
,,Fulton Street,Furman Street,Brooklyn,40.702914,-73.994738
,,Furman Street,Pineapple Street,Brooklyn,40.699182,-73.996715
,,Court Street,Wykoff Street,Brooklyn,40.687147,-73.993622
,,Atlantic Street,Court Street,Brooklyn,40.68969,-73.992378
,,Court Street,Fulton Street,Brooklyn,40.693934,-73.990254
,,Court Street,Myrtle Avenue,Brooklyn,40.693934,-73.990254
,,Powers Street,Wykoff Street,Brooklyn,40.682782,-73.982406
,,Nevins Street,Wykoff Street,Brooklyn,40.683574,-73.984392
,,Bond Street,Wykoff Street,Brooklyn,40.684405,-73.986551
,,Hoyt Street,Wykoff Street,Brooklyn,40.685245,-73.988729
,,Smith Street,Wykoff Street,Brooklyn,40.686095,-73.990913
,,4th Avenue,Wykoff Street,Brooklyn,40.681846,-73.979999
,,Bergen Street,Powers Street,Brooklyn,40.683463,-73.981947
,,Bergen Street,Boerum Street,Brooklyn,40.687332,-73.991926
,,Amity Street,Columbia Street,Brooklyn,40.690368,-74.000127
,,Amity Street,Willow Street,Brooklyn,40.690128,-73.999291
,,Dean Street,Powers Street,Brooklyn,40.684086,-73.981532
,,Boerum Street,Dean Street,Brooklyn,40.68797,-73.991493
,,Pacific Street,Powers Street,Brooklyn,40.684727,-73.981096
,,Columbia Street,Pacific Street,Brooklyn,40.690998,-73.99981
,,Boerum Street,Pacific Street,Brooklyn,40.688588,-73.991068
,,Pacific Street,Willow Street,Brooklyn,40.690757,-73.998968
,,Atlantic Street,Powers Street,Brooklyn,40.685331,-73.980697
,,Atlantic Street,Columbia Street,Brooklyn,40.69160050000001,-73.999435
,,Atlantic Street,Nevins Street,Brooklyn,40.68609,-73.982676
,,Atlantic Street,Bond Street,Brooklyn,40.686934,-73.984834
,,Atlantic Street,Hoyt Street,Brooklyn,40.687769,-73.987007
,,Atlantic Street,Smith Street,Brooklyn,40.688648,-73.989171
,,Atlantic Street,Boerum Street,Brooklyn,40.689152,-73.99068
,,Atlantic Street,Clinton Street,Brooklyn,40.690225,-73.994366
,,Atlantic Street,Henry Street,Brooklyn,40.690735,-73.996239
,,Atlantic Street,Hicks Street,Brooklyn,40.691156,-73.997819
,,Atlantic Street,Willow Street,Brooklyn,40.691385,-73.998653
,,4th Avenue,Atlantic Street,Brooklyn,40.684395,-73.978261
,,Powers Street,State Street,Brooklyn,40.685974,-73.980267
,,Garden Street,State Street,Brooklyn,40.691638,-73.996712
,,Columbia Street,State Street,Brooklyn,40.69227,-73.999007
,,Boerum Street,State Street,Brooklyn,40.689779,-73.990264
,,Powers Street,Schermerhorn Street,Brooklyn,40.686596,-73.979838
,,Navy Street,Schermerhorn Street,Brooklyn,40.686313,-73.979067
,,Boerum Street,Schermerhorn Street,Brooklyn,40.690374,-73.989854
,,Flatbush Avenue,Powers Street,Brooklyn,40.687015,-73.979535
,,Livingston Street,Sidney Place,Brooklyn,40.692473,-73.994427
,,Fulton Place,Livingston Street,Brooklyn,40.689031,-73.984114
,,Livingston Street,Redhook Lane,Brooklyn,40.690995,-73.989204
,,Boerum Street,Livingston Street,Brooklyn,40.691065,-73.989406
,,Garden Street,Joralemon Street,Brooklyn,40.693313,-73.995917
,,Columbia Street,Joralemon Street,Brooklyn,40.693741,-73.998327
,,Fulton Avenue,Joralemon Street,Brooklyn,40.692341,-73.989463
,,Fulton Street,Joralemon Street,Brooklyn,40.692341,-73.989463
,,Joralemon Street,Willougby Street,Brooklyn,40.692341,-73.989463
,,Columbia Street,Pierrepont Street,Brooklyn,40.696369,-73.997247
,,Fulton Street,Pierrepont Street,Brooklyn,40.694488,-73.990488
,,Doughty Street,Mc Kenny Street,Brooklyn,40.701911,-73.993147
,,Columbia Street,Doughty Street,Brooklyn,40.702289,-73.994431
,,Mc Kenny Street,Poplar Street,Brooklyn,40.701272,-73.993432
,,Mc Kenny Street,Vine Street,Brooklyn,40.701604,-73.993285
,,Bugbie's Alley,Poplar Street,Brooklyn,40.700975,-73.992389
,,Columbia Street,Poplar Street,Brooklyn,40.701631,-73.994747
,,Bugbie's Alley,Fulton Street,Brooklyn,40.70152506718519,-73.99190125948148
,,Columbia Street,Vine Street,Brooklyn,40.701992,-73.994579
,,Columbia Street,Fulton Street,Brooklyn,40.70273,-73.994172
,,Clarke Street,Columbia Street,Brooklyn,40.698358,-73.996295
,,Columbia Street,Pineapple Street,Brooklyn,40.698998,-73.995997
,,Columbia Street,Orange Street,Brooklyn,40.699662,-73.995682
,,Columbia Street,Cranberry Street,Brooklyn,40.700325,-73.99537
,,Columbia Street,Middagh Street,Brooklyn,40.700941,-73.995082
,,Flatbush Avenue,Fulton Avenue,Brooklyn,40.6887565,-73.980571
,,Flatbush Avenue,Hudson Avenue,Brooklyn,40.68864,-73.980266
,,Flatbush Avenue,Hanson Place,Brooklyn,40.685136,-73.977643
,,Canton Street,Flatbush Avenue,Brooklyn,40.68363,-73.975871
,,Flatbush Avenue,Navy Street,Brooklyn,40.686313,-73.979067
,,Flatbush Avenue,Raymond Street,Brooklyn,40.685421,-73.978086
,,Elm Place,Fulton Avenue,Brooklyn,40.690118,-73.984093
,,Fulton Avenue,Fulton Place,Brooklyn,40.689901,-73.983499
,,Fulton Place,Gold Street,Brooklyn,40.689901,-73.983499
,,Fulton Avenue,Hanover Place,Brooklyn,40.689318,-73.982041
,,Fulton Avenue,Pearl Street,Brooklyn,40.69189,-73.988298
,,Fulton Avenue,Redhook Lane,Brooklyn,40.691802,-73.988078
,,Fulton Avenue,Gold Street,Brooklyn,40.689901,-73.983499
,,DeKalb Avenue,Fulton Avenue,Brooklyn,40.690003,-73.983175
,,Fulton Avenue,Fulton Street,Brooklyn,40.692341,-73.989463
,,Fulton Avenue,Willougby Street,Brooklyn,40.692341,-73.989463
,,Fleet Street,Fulton Avenue,Brooklyn,40.690003,-73.983175
,,Bond Street,Fulton Avenue,Brooklyn,40.68969,-73.982947
,,Fulton Avenue,Hoyt Street,Brooklyn,40.690548,-73.985116
,,Fulton Avenue,Jay Street,Brooklyn,40.691529,-73.987361
,,Fulton Avenue,Hudson Avenue,Brooklyn,40.68864,-73.980266
,,Fulton Avenue,Hanson Place,Brooklyn,40.685698,-73.972873
,,Fulton Avenue,Oxford Street,Brooklyn,40.685892,-73.973376
,,Fulton Avenue,Portland Avenue,Brooklyn,40.686322,-73.974444
,,Canton Street,Fulton Avenue,Brooklyn,40.687191,-73.976582
,,Fulton Avenue,Hampden Street,Brooklyn,40.686745,-73.975491
,,Fulton Avenue,Saint Felix Street,Brooklyn,40.687562,-73.977496
,,Fulton Avenue,Navy Street,Brooklyn,40.688266,-73.979282
,,Duffield Street,Fulton Avenue,Brooklyn,40.690285,-73.98445
,,Bridge Street,Fulton Avenue,Brooklyn,40.690654,-73.985397
,,Fulton Avenue,Smith Street,Brooklyn,40.691441,-73.987349
,,Boerum Street,Fulton Avenue,Brooklyn,40.692055,-73.988729
,,Fulton Avenue,Raymond Street,Brooklyn,40.687878,-73.978308
,,Fulton Avenue,Lawrence Street,Brooklyn,40.691056,-73.986365
,,Fulton Avenue,Lafayette Avenue,Brooklyn,40.687058,-73.976227
,,Cumberland Street,Fulton Avenue,Brooklyn,40.685483,-73.972343
,,Johnson Street,Pearl Street,Brooklyn,40.694999,-73.988064
,,Pearl Street,Willougby Street,Brooklyn,40.6922975,-73.98824450000001
,,John Street,Pearl Street,Brooklyn,40.704457,-73.98751
,,Pearl Street,Tillery Street,Brooklyn,40.696037,-73.988037
,,Myrtle Avenue,Pearl Street,Brooklyn,40.693825,-73.988125
,,Pearl Street,Water Street,Brooklyn,40.70315,-73.987577
,,Nassau Street,Pearl Street,Brooklyn,40.698532,-73.987875
,,Concord Street,Pearl Street,Brooklyn,40.697731,-73.987942
,,Nutry Alley,Pearl Street,Brooklyn,40.697354,-73.987964
,,Gothic Alley,Pearl Street,Brooklyn,40.698154,-73.987907
,,Franklin Place,Pearl Street,Brooklyn,40.701176,-73.987724
,,DeKalb Avenue,Gold Street,Brooklyn,40.69001,-73.983498
,,Gold Street,Willougby Street,Brooklyn,40.692091,-73.983371
,,Gold Street,John Street,Brooklyn,40.704284,-73.982567
,,Gold Street,Tillery Street,Brooklyn,40.695855,-73.983217
,,Gold Street,High Street,Brooklyn,40.699083,-73.983006
,,Gold Street,Prospect Street,Brooklyn,40.700501,-73.982916
,,Gold Street,Leech Alley,Brooklyn,40.701019,-73.982885
,,DeKalb Avenue,Fleet Street,Brooklyn,40.690003,-73.983175
,,Clermont Street,DeKalb Avenue,Brooklyn,40.689506,-73.970115
,,Carlton Street,DeKalb Avenue,Brooklyn,40.689566,-73.972116
,,Canton Street,DeKalb Avenue,Brooklyn,40.689779,-73.977091
,,DeKalb Avenue,Hampden Street,Brooklyn,40.689725,-73.976083
,,DeKalb Avenue,Navy Street,Brooklyn,40.689883,-73.979503
,,DeKalb Avenue,Debevoise Street,Brooklyn,40.689949,-73.981346
,,DeKalb Avenue,Raymond Street,Brooklyn,40.689845,-73.978603
,,Fulton Street,Johnson Street,Brooklyn,40.695098,-73.990753
,,Fulton Street,Willougby Street,Brooklyn,40.692341,-73.989463
,,Fulton Street,Sands Street,Brooklyn,40.700105,-73.990953
,,Fulton Street,Tillery Street,Brooklyn,40.696011,-73.991187
,,Fulton Street,Myrtle Avenue,Brooklyn,40.693934,-73.990254
,,Clinton Street,Fulton Street,Brooklyn,40.696449,-73.991385
,,Fulton Street,Henry Street,Brooklyn,40.70102,-73.991291
,,Fulton Street,Hicks Street,Brooklyn,40.702009,-73.992634
,,Clarke Street,Fulton Street,Brooklyn,40.697027,-73.991422
,,Fulton Street,Pineapple Street,Brooklyn,40.697772,-73.99149
,,Fulton Street,Orange Street,Brooklyn,40.698663,-73.991499
,,Cranberry Street,Fulton Street,Brooklyn,40.699188,-73.991389
,,Fulton Street,Middagh Street,Brooklyn,40.699837,-73.99108
,,Fulton Street,Water Street,Brooklyn,40.703124,-73.994466
,,Front Street,Fulton Street,Brooklyn,40.702394,-73.993271
,,Fulton Street,Main Street,Brooklyn,40.70049,-73.990825
,,Fulton Street,Nassau Street,Brooklyn,40.698663,-73.991499
,,Fulton Street,High Street,Brooklyn,40.699377,-73.991297
,,Concord Street,Fulton Street,Brooklyn,40.697841,-73.991499
,,Fulton Street,Sprague's Alley,Brooklyn,40.697421,-73.991455
,,Fulton Street,Market Street,Brooklyn,40.701566,-73.991946
,,Jay Street,Johnson Street,Brooklyn,40.69496,-73.987114
,,Hudson Avenue,Johnson Street,Brooklyn,40.694744,-73.981111
,,Johnson Street,Navy Street,Brooklyn,40.694707,-73.980192
,,Carl Street,Johnson Street,Brooklyn,40.694763,-73.981659
,,Duffield Street,Johnson Street,Brooklyn,40.69485,-73.984207
,,Bridge Street,Johnson Street,Brooklyn,40.694894,-73.985129
,,Johnson Street,Washington Street,Brooklyn,40.695088,-73.990038
,,Johnson Street,Raymond Street,Brooklyn,40.694628,-73.979289
,,Johnson Street,Lawrence Street,Brooklyn,40.694934,-73.986115
,,Floods Alley,Johnson Street,Brooklyn,40.695073,-73.989544
,,Fleet Street,Willougby Street,Brooklyn,40.6920435,-73.981617
,,Jay Street,Willougby Street,Brooklyn,40.692253,-73.9872885
,,Hudson Avenue,Willougby Street,Brooklyn,40.692015,-73.980722
,,Canton Street,Willougby Street,Brooklyn,40.691904,-73.977586
,,Navy Street,Willougby Street,Brooklyn,40.691985,-73.979796
,,Carl Street,Willougby Street,Brooklyn,40.692046,-73.98178
,,Prince Street,Willougby Street,Brooklyn,40.692071,-73.982586
,,Duffield Street,Willougby Street,Brooklyn,40.692121,-73.984303
,,Bridge Street,Willougby Street,Brooklyn,40.692157,-73.985275
,,Adams Street,Willougby Street,Brooklyn,40.692338,-73.98916
,,Raymond Street,Willougby Street,Brooklyn,40.69196,-73.978904
,,Lawrence Street,Willougby Street,Brooklyn,40.692202,-73.98626
,,Fleet Street,Hudson Avenue,Brooklyn,40.692784,-73.980834
,,Fleet Street,Lafayette Street,Brooklyn,40.691119,-73.982227
,,Debevoise Street,Fleet Street,Brooklyn,40.691826,-73.981629
,,Bolivar Street,Fleet Street,Brooklyn,40.692485,-73.981101
,,Carl Street,Fleet Street,Brooklyn,40.692046,-73.98178
,,Fleet Street,Prince Street,Brooklyn,40.690609,-73.982675
,,Jay Street,Tillery Street,Brooklyn,40.695991,-73.987078
,,Jay Street,Talman Street,Brooklyn,40.701099,-73.986779
,,Harper's Court,Jay Street,Brooklyn,40.696447,-73.987048
,,Jay Street,Stryker's Court,Brooklyn,40.696762,-73.987026
,,Franklin Place,Jay Street,Brooklyn,40.701147,-73.986776
,,John Street,Little Street,Brooklyn,40.704156,-73.97963
,,Little Street,United States Street,Brooklyn,40.704473,-73.979478
,,Little Street,Marshall Street,Brooklyn,40.704766,-73.979349
,,Hudson Avenue,Sands Street,Brooklyn,40.699743,-73.981366
,,Hudson Avenue,Park Avenue,Brooklyn,40.696506,-73.981376
,,Hudson Avenue,Lafayette Street,Brooklyn,40.69126,-73.980622
,,Bolivar Street,Hudson Avenue,Brooklyn,40.692511,-73.980793
,,Hudson Avenue,Tillery Street,Brooklyn,40.695791,-73.981266
,,Hudson Avenue,Myrtle Avenue,Brooklyn,40.693549,-73.980944
,,Hudson Avenue,Nassau Street,Brooklyn,40.698277,-73.981476
,,High Street,Hudson Avenue,Brooklyn,40.699036,-73.981415
,,Hudson Avenue,Prospect Street,Brooklyn,40.700445,-73.981325
,,Concord Street,Hudson Avenue,Brooklyn,40.69748,-73.981535
,,Bridge Road,Sands Street,Brooklyn,40.699735,-73.9812
,,Bridge Street,Sands Street,Brooklyn,40.699861,-73.984836
,,Charles Street,Sands Street,Brooklyn,40.699839,-73.983905
,,Sands Street,Washington Street,Brooklyn,40.700042,-73.989801
,,Dickensons Alley,Sands Street,Brooklyn,40.699727,-73.980914
,,Green Lane,Sands Street,Brooklyn,40.699779,-73.982212
,,Bridge Road,Navy Street,Brooklyn,40.699385,-73.980475
,,Clermont Street,Park Avenue,Brooklyn,40.696146,-73.971451
,,Carlton Street,Park Avenue,Brooklyn,40.696195,-73.973437
,,Canton Street,Park Avenue,Brooklyn,40.696404,-73.978415
,,Park Avenue,Raymond Street,Brooklyn,40.696452,-73.979532
,,Canton Street,Hanson Place,Brooklyn,40.6853,-73.976202
,,Hampden Street,Hanson Place,Brooklyn,40.685413,-73.975221
,,Clermont Street,Myrtle Avenue,Brooklyn,40.69318,-73.970846
,,Clermont Street,Lafayette Avenue,Brooklyn,40.687855,-73.969803
,,Clermont Street,Flushing Avenue,Brooklyn,40.697836,-73.971777
,,Carlton Street,Myrtle Avenue,Brooklyn,40.693271,-73.972868
,,Carlton Street,Lafayette Avenue,Brooklyn,40.687622,-73.97174
,,Carlton Street,Flushing Avenue,Brooklyn,40.697913,-73.973781
,,Myrtle Avenue,Oxford Street,Brooklyn,40.693349,-73.974852
,,Auburn Place,Hamden Street,Brooklyn,40.694322,-73.977041
,,Auburn Place,Canton Street,Brooklyn,40.69423,-73.977983
,,Hamden Street,Myrtle Avenue,Brooklyn,40.693426,-73.976857
,,Canton Street,Tillery Street,Brooklyn,40.695662,-73.978281
,,Canton Street,Sycamore Street,Brooklyn,40.695056,-73.978159
,,Canton Street,Myrtle Avenue,Brooklyn,40.693466,-73.97784
,,Atlantic Avenue,Canton Street,Brooklyn,40.68363,-73.975871
,,Canton Street,Lafayette Avenue,Brooklyn,40.687016,-73.976553
,,Atlantic Avenue,Hampden Street,Brooklyn,40.683433,-73.974818
,,Hampden Street,Lafayette Avenue,Brooklyn,40.687171,-73.975584
,,Lafayette Street,Navy Street,Brooklyn,40.691332,-73.979709
,,Bolivar Street,Navy Street,Brooklyn,40.692591,-73.979883
,,Navy Street,Tillery Street,Brooklyn,40.695758,-73.980325
,,High Street,Navy Street,Brooklyn,40.698994,-73.980508
,,Navy Street,Prospect Street,Brooklyn,40.700402,-73.980434
,,Lafayette Avenue,Navy Street,Brooklyn,40.686701,-73.979078
,,Debevoise Street,Lafayette Street,Brooklyn,40.69118,-73.981522
,,Lafayette Street,Raymond Street,Brooklyn,40.69142,-73.978829
,,Bolivar Street,Raymond Street,Brooklyn,40.692663,-73.97901
,,Carl Street,Fair Street,Brooklyn,40.692944,-73.981748
,,Carl Street,Tillery Street,Brooklyn,40.695785,-73.981611
,,Carl Street,Myrtle Avenue,Brooklyn,40.693581,-73.981717
,,Lyon's Place,Tillery Street,Brooklyn,40.696558,-73.986046
,,Prince Street,Tillery Street,Brooklyn,40.695829,-73.982405
,,Duffield Street,Tillery Street,Brooklyn,40.695891,-73.984156
,,Bridge Street,Tillery Street,Brooklyn,40.695921,-73.985084
,,Tillery Street,Washington Street,Brooklyn,40.696083,-73.989988
,,Adams Street,Tillery Street,Brooklyn,40.69608,-73.988939
,,Raymond Street,Tillery Street,Brooklyn,40.695718,-73.979429
,,Lawrence Street,Tillery Street,Brooklyn,40.695957,-73.986078
,,Harper's Court,Tillery Street,Brooklyn,40.696417,-73.986053
,,Raymond Street,Sycamore Street,Brooklyn,40.695103,-73.979347
,,Myrtle Avenue,Washington Street,Brooklyn,40.693926,-73.990132
,,Adams Street,Myrtle Avenue,Brooklyn,40.693867,-73.989063
,,Myrtle Avenue,Raymond Street,Brooklyn,40.693496999999994,-73.97913
,,Cumberland Street,Myrtle Avenue,Brooklyn,40.693292,-73.973889
,,Floods Alley,Myrtle Avenue,Brooklyn,40.693902,-73.989611
,,Myrtle Avenue,Union Lane,Brooklyn,40.69385,-73.988587
,,Graham Avenue,Myrtle Avenue,Brooklyn,40.694161,-73.960185
,,Prince Alley,Prince Street,Brooklyn,40.696147,-73.982389
,,Duffield Street,Stanton Street,Brooklyn,40.697617,-73.984069
,,Nassau Street,Stanton Street,Brooklyn,40.698379,-73.983996
,,Concord Street,Stanton Street,Brooklyn,40.697617,-73.984069
,,Bridge Street,Talman Street,Brooklyn,40.701008,-73.984766
,,Bridge Street,Chapel Street,Brooklyn,40.69723,-73.985024
,,Bridge Street,High Street,Brooklyn,40.69915,-73.984897
,,Charles Street,Talman Street,Brooklyn,40.700971,-73.98384
,,Charles Street,Prospect Street,Brooklyn,40.700536,-73.983862
,,Charles Street,York Street,Brooklyn,40.701421,-73.983815
,,Clarke Street,Henry Street,Brooklyn,40.697453,-73.993028
,,Clarke Street,Hicks Street,Brooklyn,40.697875,-73.994602
,,Clarke Street,Willow Street,Brooklyn,40.698115,-73.995456
,,Clarke Street,Monroe Place,Brooklyn,40.697223,-73.992144
,,Nassau Street,Orange Street,Brooklyn,40.698663,-73.991499
,,Conklyn's Alley,Water Street,Brooklyn,40.703083,-73.9859
,,North 1st Street,Water Street,Brooklyn,40.717288,-73.96577
,,1st Street,Water Street,Brooklyn,40.714862,-73.966777
,,Grand Street,Water Street,Brooklyn,40.716356,-73.966583
,,South 1st Street,Water Street,Brooklyn,40.715611,-73.96673
,,Dock Street,James Street,Brooklyn,40.70262,-73.992548
,,Conklyn's Alley,Plymouth Street,Brooklyn,40.703739,-73.985859
,,Front Street,James Street,Brooklyn,40.70262,-73.992548
,,Front Street,Green Lane,Brooklyn,40.70228,-73.982039
,,Front Street,Jackson's Court,Brooklyn,40.702284,-73.98233
,,Front Street,Garrison Street,Brooklyn,40.702603,-73.991199
,,Front Street,Harrison's Alley,Brooklyn,40.702613,-73.991888
,,Front Street,Stewart Street,Brooklyn,40.702568,-73.990181
,,James Street,Main Street,Brooklyn,40.701296,-73.990765
,,Main Street,Prospect Street,Brooklyn,40.700778,-73.990783
,,Main Street,York Street,Brooklyn,40.701667,-73.990733
,,Howard's Court,Main Street,Brooklyn,40.702862,-73.990682
,,Garrison Street,James Street,Brooklyn,40.701683,-73.991244
,,James Street,York Street,Brooklyn,40.701683,-73.991244
,,James Street,Mercein Street,Brooklyn,40.702221,-73.991987
,,James Street,Market Street,Brooklyn,40.701881,-73.991511
,,Nassau Street,Washington Street,Brooklyn,40.698607,-73.989896
,,High Street,Washington Street,Brooklyn,40.69932,-73.989849
,,Concord Street,Washington Street,Brooklyn,40.697809,-73.98992
,,Washington Place,Washington Street,Brooklyn,40.696647,-73.98997
,,Liberty Place,Washington Street,Brooklyn,40.698243,-73.989908
,,Adams Street,Nassau Street,Brooklyn,40.698563,-73.988832
,,Liberty Street,Nassau Street,Brooklyn,40.698646,-73.990833
,,Mumby's Alley,Nassau Street,Brooklyn,40.698652,-73.990971
,,Nassau Street,Smell's Alley,Brooklyn,40.69863,-73.990399
,,Nassau Street,Smiths Alley,Brooklyn,40.698262,-73.981107
,,Nassau Place,Nassau Street,Brooklyn,40.698262,-73.981107
,,Adams Street,High Street,Brooklyn,40.699289,-73.988782
,,High Street,Mumby's Alley,Brooklyn,40.699364,-73.990925
,,High Street,Smell's Alley,Brooklyn,40.69934,-73.990337
,,High Street,Nassau Place,Brooklyn,40.699016,-73.981065
,,Dickensons Alley,Prospect Street,Brooklyn,40.700417,-73.980876
,,Green Lane,Prospect Street,Brooklyn,40.700474502086664,-73.98216317535494
,,Prospect Street,Stewart's Alley,Brooklyn,40.700765,-73.990264
,,Adams Street,Concord Street,Brooklyn,40.697771,-73.988884
,,Adams Street,Nutry Alley,Brooklyn,40.69738,-73.988875
,,Adams Street,Gothic Alley,Brooklyn,40.698187,-73.988861
,,Lafayette Avenue,Raymond Street,Brooklyn,40.686811,-73.978193
,,Concord Street,Liberty Street,Brooklyn,40.697819,-73.990866
,,Liberty Street,Sprague's Alley,Brooklyn,40.697421,-73.99087
,,Liberty Place,Liberty Street,Brooklyn,40.698269,-73.990851
,,Barber's Alley,Mumby's Alley,Brooklyn,40.699013,-73.990944
,,Barber's Alley,Smell's Alley,Brooklyn,40.698993,-73.990366
,,Nassau Place,Smiths Alley,Brooklyn,40.698262,-73.981107
,,Green Lane,York Street Alley,Brooklyn,40.701002,-73.982144
,,Green Lane,Independent Alley,Brooklyn,40.700821,-73.982152
,,Green Lane,York Street,Brooklyn,40.701358,-73.98210449999999
,,Garrison Street,York Street,Brooklyn,40.701683,-73.991244
,,Garrison Street,Mercein Street,Brooklyn,40.702207,-73.991218
,,Fleet's Alley,York Street,Brooklyn,40.701614,-73.98916
,,Stewart Street,York Street,Brooklyn,40.701643,-73.990213
,,Stewart's Alley,York Street,Brooklyn,40.701643,-73.990213
,,Stewart Street,Stewart's Alley,Brooklyn,40.701643,-73.990213
,,1st Street,South 4th Street,Brooklyn,40.713308,-73.967442
,,1st Street,South 5th Street,Brooklyn,40.712624,-73.967747
,,1st Street,South 6th Street,Brooklyn,40.71194,-73.968046
,,1st Street,South 9th Street,Brooklyn,40.709174,-73.968459
,,1st Street,South 10th Street,Brooklyn,40.708533,-73.968421
,,1st Street,Grand Street,Brooklyn,40.716199,-73.966113
,,4th Avenue,East 7th Street,Manhattan,40.72918590282468,-73.99092864157448
,,4th Avenue,East 4th Street,Manhattan,40.72710223207892,-73.99154398705753
,,Avenue B,East 20th Street,Manhattan,40.73310634432234,-73.97540494208188
,,Avenue B,East 19th Street,Manhattan,40.732543786381214,-73.97581553914637
,,Avenue D,East 16th Street,Manhattan,40.72877215949904,-73.97234520716769
,,Bowery,East 6th Street,Manhattan,40.728365347757354,-73.99079412178382
,,Bowery,East 5th Street,Manhattan,40.72774479281789,-73.99124292258482
,,East 2nd Street,Lewis Street,Manhattan,40.71938686899998,-73.97717559459713
,,Clinton Street,East 1st Street,Manhattan,40.721366275500166,-73.98388120554722
,,East Houston Street,Goerck Street,Manhattan,40.71912766905884,-73.97636137455699
,,East Houston Street,Tompkins Street,Manhattan,40.718607800101644,-73.97472831969847
,,Boulevard Lafayette,Road To Depot,Manhattan,40.84861202729724,-73.9434383163035
,,Kingsbridge Road,Road To Depot,Manhattan,40.8475353694199,-73.93804505786238
,,D Street,Inwood Street,Manhattan,40.86837483399498,-73.93053386734292
,,Dyckman Street,Inwood Street,Manhattan,40.8656176074577,-73.92743572559384
,,Broadway,Inwood Street,Manhattan,40.8656176074577,-73.92743572559384
,,Dyckman Street,Naegle Avenue,Manhattan,40.86156251072823,-73.9247502706801
,,Dyckman Street,Vermilye Avenue,Manhattan,40.86444533760668,-73.92665819967227
,,Broadway,Kingsbridge Road,Manhattan,40.850141851134005,-73.93569843375279
,,Broadway,Naegle Avenue,Manhattan,40.85936450475765,-73.93124859309391
,,Broadway,Hawthorne Street,Manhattan,40.86699622072638,-73.92312643769773
,,Broadway,Emerson Street,Manhattan,40.86764216533815,-73.92120056579967
,,Hawthorne Street,Post Avenue,Manhattan,40.86412686318374,-73.92126707542123
,,Emerson Street,Post Avenue,Manhattan,40.864811201307255,-73.9193348266019
,,Academy Street,Naegle Avenue,Manhattan,40.86240595407904,-73.9224868074884
,,Hawthorne Street,Naegle Avenue,Manhattan,40.86310639427604,-73.9206109159263
,,Academy Street,Vermilye Avenue,Manhattan,40.865360684565246,-73.92436269905049
,,Hawthorne Street,Vermilye Avenue,Manhattan,40.86606112476225,-73.92247875645165
,,Emerson Street,Vermilye Avenue,Manhattan,40.866753513922504,-73.92059481385282
,,Isham Street,Vermilye Avenue,Manhattan,40.86728488234782,-73.91918588242206
,,Hawthorne Street,Sherman Avenue,Manhattan,40.86509500035258,-73.92189908180585
,,Emerson Street,Sherman Avenue,Manhattan,40.86579544054959,-73.91998293506002
,,Hawthorne Street,Seaman Avenue,Manhattan,40.86850863993338,-73.92403260654388
,,Emerson Street,Seaman Avenue,Manhattan,40.86912856976292,-73.92217281705527
,,Flushing Avenue,Isabella Place,Queens,40.77051557280161,-73.91976510179651
,,Franklin Street,Woolsey Street,Queens,40.77340774079605,-73.92900234485808
