SPECIFIC_MATERIAL_TYPE,SOURCE_DESCRIPTION,STANDARD_REFERENCE,CREATOR,ITEM_PAGE_PLATE,IMAGE_Permalink,DIGITAL_ID,SOURCE,LOCATION,ALTERNATE_TITLE,PUBLISHED_DATE,RECORD_ID,Borough,Address,Full Address,IMAGE_TITLE,IMG_URL,CREATED_DATE,DEPICTED_DATE,MEDIUM,ITEM_PHYSICAL_DESCRIPTION,CREATED_DATES,ALTERNATE_SOURCE_TITLE
,,0422-B3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710535f,710535f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400326,Manhattan,10th Avenue & 32nd Street,"10th Avenue & 32nd Street, Manhattan, NY",Manhattan: 10th Avenue - 32nd Street,http://images.nypl.org/index.php?id=710535f&t=w,,,,,,
,,0422-B4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710536f,710536f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400327,Manhattan,10th Avenue & 32nd Street,"10th Avenue & 32nd Street, Manhattan, NY",Manhattan: 10th Avenue - 32nd Street,http://images.nypl.org/index.php?id=710536f&t=w,,,,,,
,,0422-B5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710537f,710537f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400328,Manhattan,10th Avenue & 34th Street,"10th Avenue & 34th Street, Manhattan, NY",Manhattan: 10th Avenue - 34th Street,http://images.nypl.org/index.php?id=710537f&t=w,1932,,,,,
,,0422-E2; 0422-E1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710548f,710548f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400339,Manhattan,10th Avenue & 34th Street,"10th Avenue & 34th Street, Manhattan, NY",Manhattan: 10th Avenue - 34th Street,http://images.nypl.org/index.php?id=710548f&t=w,1935,,,,,
,,0422-C5; 0422-C4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710539f,710539f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400330,Manhattan,10th Avenue & 35th Street (West),"10th Avenue & 35th Street (West), Manhattan, NY",Manhattan: 10th Avenue - 35th Street (West),http://images.nypl.org/index.php?id=710539f&t=w,,,,,,
,,0422-C1; 0422-C3; 0422-C2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710538f,710538f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400329,Manhattan,10th Avenue & 35th Street,"10th Avenue & 35th Street, Manhattan, NY",Manhattan: 10th Avenue - 35th Street,http://images.nypl.org/index.php?id=710538f&t=w,"1929; 

							

								1930; 

							

								1931",,,,,
,,0422-C6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710540f,710540f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400331,Manhattan,10th Avenue & 36th Street,"10th Avenue & 36th Street, Manhattan, NY",Manhattan: 10th Avenue - 36th Street,http://images.nypl.org/index.php?id=710540f&t=w,,,,,,
,,0422-C7,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710541f,710541f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400332,Manhattan,10th Avenue & 36th Street,"10th Avenue & 36th Street, Manhattan, NY",Manhattan: 10th Avenue - 36th Street,http://images.nypl.org/index.php?id=710541f&t=w,,,,,,
,,0422-C8,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710542f,710542f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400333,Manhattan,10th Avenue & 36th Street,"10th Avenue & 36th Street, Manhattan, NY",Manhattan: 10th Avenue - 36th Street,http://images.nypl.org/index.php?id=710542f&t=w,1934,,,,,
,,1061-F5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?724999f,724999f,"Photographic views of New York City, 1870's-1970's / Queens","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,414803,,10th Avenue - 36th Street,"10th Avenue & 36th Street, Queens, NY",Queens: 10th Avenue - 36th Street,http://images.nypl.org/index.php?id=724999f&t=w,,,,,,
,,0422-D1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710543f,710543f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400334,Manhattan,10th Avenue & 37th Street,"10th Avenue & 37th Street, Manhattan, NY",Manhattan: 10th Avenue - 37th Street,http://images.nypl.org/index.php?id=710543f&t=w,,,,,,
,,0422-D2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710544f,710544f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400335,Manhattan,10th Avenue & 37th Street,"10th Avenue & 37th Street, Manhattan, NY",Manhattan: 10th Avenue - 37th Street,http://images.nypl.org/index.php?id=710544f&t=w,1934,,,,,
,,0422-D6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710546f,710546f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400337,Manhattan,10th Avenue & 37th Street,"10th Avenue & 37th Street, Manhattan, NY",Manhattan: 10th Avenue - 37th Street,http://images.nypl.org/index.php?id=710546f&t=w,,,,,,
,,0422-D3; 0422-D5; 0422-D4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710545f,710545f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400336,Manhattan,10th Avenue & 38th Street (West),"10th Avenue & 38th Street (West), Manhattan, NY",Manhattan: 10th Avenue - 38th Street (West),http://images.nypl.org/index.php?id=710545f&t=w,1940,,,,,
,,0422-D8; 0422-D7,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710547f,710547f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400338,Manhattan,10th Avenue & 38th Street,"10th Avenue & 38th Street, Manhattan, NY",Manhattan: 10th Avenue - 38th Street,http://images.nypl.org/index.php?id=710547f&t=w,1935,,,,,
,,0422-E3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710549f,710549f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400340,Manhattan,10th Avenue & 38th Street,"10th Avenue & 38th Street, Manhattan, NY",Manhattan: 10th Avenue - 38th Street,http://images.nypl.org/index.php?id=710549f&t=w,1934,,,,,
,,0422-E4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710550f,710550f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400341,Manhattan,10th Avenue & 38th Street,"10th Avenue & 38th Street, Manhattan, NY",Manhattan: 10th Avenue - 38th Street,http://images.nypl.org/index.php?id=710550f&t=w,1931,,,,,
,,0422-E5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710551f,710551f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400342,Manhattan,10th Avenue & 38th Street,"10th Avenue & 38th Street, Manhattan, NY",Manhattan: 10th Avenue - 38th Street,http://images.nypl.org/index.php?id=710551f&t=w,,,,,,
,,0422-E6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710552f,710552f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400343,Manhattan,10th Avenue & 38th Street,"10th Avenue & 38th Street, Manhattan, NY",Manhattan: 10th Avenue - 38th Street,http://images.nypl.org/index.php?id=710552f&t=w,1929,,,,,
,,0422-F1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710553f,710553f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400344,Manhattan,10th Avenue & 38th Street,"10th Avenue & 38th Street, Manhattan, NY",Manhattan: 10th Avenue - 38th Street,http://images.nypl.org/index.php?id=710553f&t=w,1935,,,,,
,,0422-F2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710554f,710554f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400345,Manhattan,10th Avenue & 38th Street,"10th Avenue & 38th Street, Manhattan, NY",Manhattan: 10th Avenue - 38th Street,http://images.nypl.org/index.php?id=710554f&t=w,,,,,,
,,0422-F3,,,http://digitalgallery.nypl.org/nypldigital/id?710555f,710555f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400346,Manhattan,10th Avenue & 39th Street,"10th Avenue & 39th Street, Manhattan, NY",Manhattan: 10th Avenue - 39th Street,http://images.nypl.org/index.php?id=710555f&t=w,,,,,,
,,0422-F5; 0422-F4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710556f,710556f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400347,Manhattan,10th Avenue & 39th Street,"10th Avenue & 39th Street, Manhattan, NY",Manhattan: 10th Avenue - 39th Street,http://images.nypl.org/index.php?id=710556f&t=w,1935,,,,,
,,0422-F7; 0422-F6,,,http://digitalgallery.nypl.org/nypldigital/id?710557f,710557f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400348,Manhattan,10th Avenue & 39th Street,"10th Avenue & 39th Street, Manhattan, NY",Manhattan: 10th Avenue - 39th Street,http://images.nypl.org/index.php?id=710557f&t=w,1932,,,,,
,,0423-A1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710558f,710558f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400349,Manhattan,10th Avenue & 39th Street,"10th Avenue & 39th Street, Manhattan, NY",Manhattan: 10th Avenue - 39th Street,http://images.nypl.org/index.php?id=710558f&t=w,1935,,,,,
,,0423-A2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710559f,710559f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400350,Manhattan,10th Avenue & 39th Street,"10th Avenue & 39th Street, Manhattan, NY",Manhattan: 10th Avenue - 39th Street,http://images.nypl.org/index.php?id=710559f&t=w,1931,,,,,
,,0423-A3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710560f,710560f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400351,Manhattan,10th Avenue & 39th Street,"10th Avenue & 39th Street, Manhattan, NY",Manhattan: 10th Avenue - 39th Street,http://images.nypl.org/index.php?id=710560f&t=w,1935,,,,,
,,0423-A4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710561f,710561f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400352,Manhattan,10th Avenue & 39th Street,"10th Avenue & 39th Street, Manhattan, NY",Manhattan: 10th Avenue - 39th Street,http://images.nypl.org/index.php?id=710561f&t=w,1934,,,,,
,,0423-B1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710562f,710562f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400353,Manhattan,10th Avenue & 40th Street,"10th Avenue & 40th Street, Manhattan, NY",Manhattan: 10th Avenue - 40th Street,http://images.nypl.org/index.php?id=710562f&t=w,1938,,,,,
,,0423-B2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710563f,710563f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400354,Manhattan,10th Avenue & 40th Street,"10th Avenue & 40th Street, Manhattan, NY",Manhattan: 10th Avenue - 40th Street,http://images.nypl.org/index.php?id=710563f&t=w,1932,,,,,
,,0423-B4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710565f,710565f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400356,Manhattan,10th Avenue & 41st Street (West),"10th Avenue & 41st Street (West), Manhattan, NY",Manhattan: 10th Avenue - 41st Street (West),http://images.nypl.org/index.php?id=710565f&t=w,1937,,,,,
,,0428-D6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710681f,710681f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400472,Manhattan,10th Avenue & 41st Street (West),"10th Avenue & 41st Street (West), Manhattan, NY",Manhattan: 10th Avenue - 41st Street (West),http://images.nypl.org/index.php?id=710681f&t=w,1934,,,,,
,,0423-B3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710564f,710564f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400355,Manhattan,10th Avenue & 41st Street,"10th Avenue & 41st Street, Manhattan, NY",Manhattan: 10th Avenue - 41st Street,http://images.nypl.org/index.php?id=710564f&t=w,1936,,,,,
,,0423-B5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710566f,710566f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400357,Manhattan,10th Avenue & 42nd Street (West),"10th Avenue & 42nd Street (West), Manhattan, NY",Manhattan: 10th Avenue - 42nd Street (West),http://images.nypl.org/index.php?id=710566f&t=w,1932,,,,,
,,0101-B2,,,http://digitalgallery.nypl.org/nypldigital/id?702508f,702508f,"Photographic views of New York City, 1870's-1970's / Brooklyn","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,379220,Brooklyn,10th Avenue & 44th Street,"10th Avenue & 44th Street, Brooklyn, NY",Brooklyn: 10th Avenue - 44th Street,http://images.nypl.org/index.php?id=702508f&t=w,1929,,,,,
,,0423-C1,,,http://digitalgallery.nypl.org/nypldigital/id?710567f,710567f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400358,Manhattan,10th Avenue & 44th Street,"10th Avenue & 44th Street, Manhattan, NY",Manhattan: 10th Avenue - 44th Street,http://images.nypl.org/index.php?id=710567f&t=w,1925,,,,,
,,0423-C2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710568f,710568f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400359,Manhattan,10th Avenue & 44th Street,"10th Avenue & 44th Street, Manhattan, NY",Manhattan: 10th Avenue - 44th Street,http://images.nypl.org/index.php?id=710568f&t=w,1932,,,,,
,,0423-C3,,,http://digitalgallery.nypl.org/nypldigital/id?710569f,710569f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400360,Manhattan,10th Avenue & 44th Street,"10th Avenue & 44th Street, Manhattan, NY",Manhattan: 10th Avenue - 44th Street,http://images.nypl.org/index.php?id=710569f&t=w,1932,,,,,
,,0423-C4; 0423-C6; 0423-C5,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710570f,710570f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400361,Manhattan,10th Avenue & 44th Street,"10th Avenue & 44th Street, Manhattan, NY",Manhattan: 10th Avenue - 44th Street,http://images.nypl.org/index.php?id=710570f&t=w,"1932; 

							

								1936",,,,,
,,0423-C7,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710571f,710571f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400362,Manhattan,10th Avenue & 44th Street,"10th Avenue & 44th Street, Manhattan, NY",Manhattan: 10th Avenue - 44th Street,http://images.nypl.org/index.php?id=710571f&t=w,1936,,,,,
,,0464-E1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?711506f,711506f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,401304,Manhattan,10th Avenue & 44th Street,"10th Avenue & 44th Street, Manhattan, NY",Manhattan: 10th Avenue - 44th Street,http://images.nypl.org/index.php?id=711506f&t=w,1932,,,,,
,,0423-D1,,,http://digitalgallery.nypl.org/nypldigital/id?710572f,710572f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400363,Manhattan,10th Avenue & 47th Street,"10th Avenue & 47th Street, Manhattan, NY",Manhattan: 10th Avenue - 47th Street,http://images.nypl.org/index.php?id=710572f&t=w,1920?,,,,,
,,0424-A1,,,http://digitalgallery.nypl.org/nypldigital/id?710573f,710573f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400364,Manhattan,10th Avenue & 48th Street,"10th Avenue & 48th Street, Manhattan, NY",Manhattan: 10th Avenue - 48th Street,http://images.nypl.org/index.php?id=710573f&t=w,1920,,,,,
,,0424-A2,,,http://digitalgallery.nypl.org/nypldigital/id?710574f,710574f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400365,Manhattan,10th Avenue & 50th Street,"10th Avenue & 50th Street, Manhattan, NY",Manhattan: 10th Avenue - 50th Street,http://images.nypl.org/index.php?id=710574f&t=w,1920?,,,,,
,,0424-A3,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710575f,710575f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400366,Manhattan,10th Avenue & 53rd Street,"10th Avenue & 53rd Street, Manhattan, NY",Manhattan: 10th Avenue - 53rd Street,http://images.nypl.org/index.php?id=710575f&t=w,1941,,,,,
,,0424-A4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710576f,710576f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400367,Manhattan,10th Avenue & 57th Street,"10th Avenue & 57th Street, Manhattan, NY",Manhattan: 10th Avenue - 57th Street,http://images.nypl.org/index.php?id=710576f&t=w,1937,,,,,
,,0424-B1,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710577f,710577f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400368,Manhattan,10th Avenue & 58th Street,"10th Avenue & 58th Street, Manhattan, NY",Manhattan: 10th Avenue - 58th Street,http://images.nypl.org/index.php?id=710577f&t=w,,,,,,
,,0424-B3; 0424-B2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710578f,710578f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400369,Manhattan,10th Avenue & 58th Street,"10th Avenue & 58th Street, Manhattan, NY",Manhattan: 10th Avenue - 58th Street,http://images.nypl.org/index.php?id=710578f&t=w,1937,,,,,
,,0424-B4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710579f,710579f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400370,Manhattan,10th Avenue & 58th Street,"10th Avenue & 58th Street, Manhattan, NY",Manhattan: 10th Avenue - 58th Street,http://images.nypl.org/index.php?id=710579f&t=w,1937,,,,,
,,0424-B5,,,http://digitalgallery.nypl.org/nypldigital/id?710580f,710580f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400371,Manhattan,10th Avenue & 59th Street,"10th Avenue & 59th Street, Manhattan, NY",Manhattan: 10th Avenue - 59th Street,http://images.nypl.org/index.php?id=710580f&t=w,1920,,,,,
,,0419-A1; 0419-A3; 0419-A2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710451f,710451f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400242,Manhattan,10th Avenue & Little West 12th Street,"10th Avenue & Little West 12th Street, Manhattan, NY",Manhattan: 10th Avenue - Little West 12th Street,http://images.nypl.org/index.php?id=710451f&t=w,"1927; 

							

								1928; 

							

								1929",,,,,
,,0419-A4,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?710452f,710452f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,400243,Manhattan,10th Avenue & Little West 12th Street,"10th Avenue & Little West 12th Street, Manhattan, NY",Manhattan: 10th Avenue - Little West 12th Street,http://images.nypl.org/index.php?id=710452f&t=w,1933,,,,,
,,0850-B7; 0850-B6,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?719979f,719979f,"Photographic views of New York City, 1870's-1970's / Manhattan","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,409780,Manhattan,10th Avenue & Little West 12th Street,"10th Avenue & Little West 12th Street, Manhattan, NY",Manhattan: 10th Avenue - Little West 12th Street,http://images.nypl.org/index.php?id=719979f&t=w,"1928; 

							

								1937",,,,,
,,1423-A1; 1423-A3; 1423-A2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733458f,733458f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",[Manhattan: 10th Avenue - 21st Avenue (West).],,423278,,,"10th Avenue and 21st Avenue (West), Manhattan, N.Y.",Transportation - Railroads - New York Central Railroad - Trains.,http://images.nypl.org/index.php?id=733458f&t=w,"1931; 

							

								1938",,,,,
,,1422-F1; 1422-F4; 1422-F3; 1422-F2,"Sperr, Percy Loomis,1890-1964--Photographer",,http://digitalgallery.nypl.org/nypldigital/id?733454f,733454f,"Photographic views of New York City, 1870's-1970's / Topics","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy","[Manhattan: 10th Avenue - 39th Street.];)  

							

								[This thoroughfare was popularly known as ""Railroad Avenue"" because of their use by the Railroad Company.]",,423274,,,"10th Avenue and 39th Street  , Manhattan, N.Y.",Transportation - Railroads - New York Central Railroad - Engine and train.,http://images.nypl.org/index.php?id=733454f&t=w,"1930; 

							

								1930?",,,,,
Photographs,335 photographs : b&w ; 11 x 16 cm.-11 x 17 cm.,,"Sperr, Percy Loomis,1890-1964--Photographer",A035,http://digitalgallery.nypl.org/nypldigital/id?485991,485991,"[Collection of photographs of New York City, 1931-1942.]","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,288080,", Manhattan","10th Avenue at 25th Street,  to North, Manhattan","10th Avenue at 25th Street,  to North, Manhattan, NY","10th Avenue at 25th Street,  to North, Manhattan",http://images.nypl.org/index.php?id=485991&t=w,15293,,Gelatin silver prints,,,
Photographs,335 photographs : b&w ; 11 x 16 cm.-11 x 17 cm.,,"Sperr, Percy Loomis,1890-1964--Photographer",A051,http://digitalgallery.nypl.org/nypldigital/id?486007,486007,"[Collection of photographs of New York City, 1931-1942.]","Stephen A. Schwarzman Building/Irma and Paul Milstein Division of United States History, Local History and Genealogy",,,288096,", Manhattan","10th Avenue at 26th Street,  to , Manhattan","10th Avenue at 26th Street,  to , Manhattan, NY","10th Avenue at 26th Street,  to , Manhattan",http://images.nypl.org/index.php?id=486007&t=w,15293,,Gelatin silver prints,,,
